pathway,score_adj,celltype,logFC,P.Value,names,shortened,highlight
C-terminal protein amino acid modification (GO:0018410),-0.741837373384463,Excitatory,-0.24395863824478475,0.1812018496976521,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein amino acid modification (GO:0018410),0.3218771066592249,OPC,0.14847253485768125,0.4765658226895514,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein amino acid modification (GO:0018410),0.7328888719987792,Inhibitory,0.30344380569125484,0.18497418734832677,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein lipidation (GO:0006501),-0.5330415802697664,Excitatory,-0.1963410968259047,0.2930612648781472,C-terminal protein lipidation (GO:0006501),None,None
C-terminal protein lipidation (GO:0006501),0.8264277474805851,Inhibitory,0.3361805131678982,0.1491324842911655,C-terminal protein lipidation (GO:0006501),None,None
C-terminal protein lipidation (GO:0006501),0.2412744182640673,Endothelial,0.12854782199115222,0.573753809019399,C-terminal protein lipidation (GO:0006501),None,None
C-terminal protein lipidation (GO:0006501),0.11190512551733167,Oligodendrocyte,0.06072477497607205,0.7728494006844056,C-terminal protein lipidation (GO:0006501),None,None
C-terminal protein lipidation (GO:0006501),2.2944940421708266,Microglia,0.7518719113765377,0.005075817021943494,C-terminal protein lipidation (GO:0006501),None,None
C-terminal protein lipidation (GO:0006501),1.9070259546893165,Astrocyte,0.5491265854421359,0.0123872255468994,C-terminal protein lipidation (GO:0006501),None,None
C-terminal protein lipidation (GO:0006501),0.20053176497038855,OPC,0.09392232515865093,0.63018525158078,C-terminal protein lipidation (GO:0006501),None,None
CENP-A containing chromatin organization (GO:0061641),-0.5668014125528654,Endothelial,-0.27621898497327124,0.2711431189681197,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),1.471160729105568,Inhibitory,0.3750791744136422,0.033793974411427646,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),-1.496103213517003,Oligodendrocyte,-0.5379588641605005,0.03190779451022258,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),-0.016530055891281027,Astrocyte,-0.01099449482093151,0.9626533890395209,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),1.187895709374087,Excitatory,0.3288188730170518,0.06487902140538188,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),1.5234131152018275,OPC,0.4894385091571269,0.029963109733679247,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing nucleosome assembly (GO:0034080),-0.5668014125528654,Endothelial,-0.27621898497327124,0.2711431189681197,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),1.187895709374087,Excitatory,0.3288188730170518,0.06487902140538188,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),-1.496103213517003,Oligodendrocyte,-0.5379588641605005,0.03190779451022258,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),1.471160729105568,Inhibitory,0.3750791744136422,0.033793974411427646,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),-0.016530055891281027,Astrocyte,-0.01099449482093151,0.9626533890395209,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),1.5234131152018275,OPC,0.4894385091571269,0.029963109733679247,CENP-A containing nucleosome assembly (GO:0034080),None,None
COPII vesicle coating (GO:0048208),1.7210564892986382,Astrocyte,0.4610560580745172,0.019008310200587516,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),0.3484030201572099,OPC,0.1319581596833822,0.44832915266521056,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),0.37586127717733825,Excitatory,0.13716440130738866,0.4208610388139835,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),0.4876119339985354,Microglia,0.2409087709812207,0.32537791058232124,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),0.9319569574194921,Oligodendrocyte,0.32312587509892093,0.11696153049178479,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),0.16386229695758017,Endothelial,0.07596565374664455,0.6857056107039124,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),0.6516782258900191,Inhibitory,0.2116997248596517,0.22300868360148937,COPII vesicle coating (GO:0048208),None,None
COPII-coated vesicle budding (GO:0090114),0.3691174287360288,Inhibitory,0.13414977366323455,0.42744729319769803,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),0.5040933269193818,OPC,0.19092513110601336,0.3132612474944233,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),0.0744936063104989,Endothelial,0.03477949959118839,0.8423767928301653,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),1.8463270757653716,Astrocyte,0.47839370231233913,0.014245343445158995,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),0.4129363196614376,Excitatory,0.14277183711613756,0.3864236339651168,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),0.9632201667803988,Oligodendrocyte,0.32352137184145396,0.10883781971363175,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),0.7971564426884126,Microglia,0.3257582003850411,0.15953043790259092,COPII-coated vesicle budding (GO:0090114),None,None
DNA alkylation (GO:0006305),-0.3081631703180722,Endothelial,-0.19355160633868182,0.4918547044886553,DNA alkylation (GO:0006305),None,None
DNA alkylation (GO:0006305),0.2912175408773317,Excitatory,0.1143113050355331,0.5114255950253226,DNA alkylation (GO:0006305),None,None
DNA alkylation (GO:0006305),-1.9491087947107566,Inhibitory,-0.6230165393591323,0.011243232854946847,DNA alkylation (GO:0006305),None,None
DNA alkylation (GO:0006305),0.5941204555597234,Astrocyte,0.2973877629076308,0.25461239637966615,DNA alkylation (GO:0006305),None,None
DNA alkylation (GO:0006305),0.05559352320745241,Microglia,0.04643643037303512,0.879845620803765,DNA alkylation (GO:0006305),None,None
DNA alkylation (GO:0006305),-0.005067644697077596,OPC,-0.004344208884799958,0.9883991319198955,DNA alkylation (GO:0006305),None,None
"DNA catabolic process, endonucleolytic (GO:0000737)",0.9310204818521722,Excitatory,0.3391945247176056,0.11721400847028446,"DNA catabolic process, endonucleolytic (GO:0000737)",None,None
"DNA catabolic process, endonucleolytic (GO:0000737)",-0.290705607091406,Oligodendrocyte,-0.15598907736508832,0.5120288041915423,"DNA catabolic process, endonucleolytic (GO:0000737)",None,None
"DNA catabolic process, endonucleolytic (GO:0000737)",2.215595826315734,Inhibitory,0.7749977473159021,0.006087012220857304,"DNA catabolic process, endonucleolytic (GO:0000737)",None,None
"DNA catabolic process, endonucleolytic (GO:0000737)",1.0368430889890627,Astrocyte,0.4023199661502437,0.09186644508734762,"DNA catabolic process, endonucleolytic (GO:0000737)",None,None
"DNA catabolic process, endonucleolytic (GO:0000737)",0.21401019804246457,Endothelial,0.1441725763989705,0.6109276790185697,"DNA catabolic process, endonucleolytic (GO:0000737)",None,None
"DNA catabolic process, endonucleolytic (GO:0000737)",0.7080848683428231,OPC,0.2949716994444836,0.19584619201764733,"DNA catabolic process, endonucleolytic (GO:0000737)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",-0.13113444906530916,Inhibitory,-0.06383800884873839,0.7393763431895628,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.33689117712874134,Astrocyte,0.14222298869097627,0.4603719163260658,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",-0.27336831672233697,Microglia,-0.1510287076390849,0.5328827762563381,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.08083622498505302,Oligodendrocyte,0.044261080192441155,0.8301637681551147,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.014746450046985389,Excitatory,0.009065275103311898,0.9666150438139365,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",-1.6141496345724176,Endothelial,-0.43575229282776845,0.024313661464439994,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",-0.0524415668613852,OPC,-0.03109104381984601,0.8862544587593589,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
DNA double-strand break processing (GO:0000729),1.408107269618951,Inhibitory,0.432547522636544,0.039074437101852655,DNA double-strand break processing (GO:0000729),None,None
DNA double-strand break processing (GO:0000729),0.46912011848776436,Excitatory,0.16283589701522777,0.3395313509894454,DNA double-strand break processing (GO:0000729),None,None
DNA duplex unwinding (GO:0032508),-0.8533642154490222,Excitatory,-0.2503731270842587,0.14016377461661175,DNA duplex unwinding (GO:0032508),None,None
DNA duplex unwinding (GO:0032508),-0.8938806535015688,Microglia,-0.492547817866872,0.1276789629377311,DNA duplex unwinding (GO:0032508),None,None
DNA duplex unwinding (GO:0032508),-0.7194588982179181,Inhibitory,-0.23303544765129802,0.19078362737403456,DNA duplex unwinding (GO:0032508),None,None
DNA duplex unwinding (GO:0032508),-1.3162551944345757,OPC,-0.47168122260226464,0.04827750367335596,DNA duplex unwinding (GO:0032508),None,None
DNA duplex unwinding (GO:0032508),-0.38976277223974726,Astrocyte,-0.17036749856173905,0.40760286481455854,DNA duplex unwinding (GO:0032508),None,None
DNA duplex unwinding (GO:0032508),-0.7067457134842786,Oligodendrocyte,-0.285269324432997,0.19645101929748163,DNA duplex unwinding (GO:0032508),None,None
DNA duplex unwinding (GO:0032508),-1.0503116887174604,Endothelial,-0.39547884527077076,0.08906115259083874,DNA duplex unwinding (GO:0032508),None,None
DNA methylation (GO:0006306),0.5941204555597234,Astrocyte,0.2973877629076308,0.25461239637966615,DNA methylation (GO:0006306),None,None
DNA methylation (GO:0006306),-2.003124343410636,Inhibitory,-0.6058835508724001,0.009928317487912426,DNA methylation (GO:0006306),None,None
DNA methylation (GO:0006306),-0.3081631703180722,Endothelial,-0.19355160633868182,0.4918547044886553,DNA methylation (GO:0006306),None,None
DNA methylation (GO:0006306),-0.005067644697077596,OPC,-0.004344208884799958,0.9883991319198955,DNA methylation (GO:0006306),None,None
DNA methylation (GO:0006306),0.04003252060429377,Oligodendrocyte,0.03651378136915362,0.911942549210808,DNA methylation (GO:0006306),None,None
DNA methylation (GO:0006306),0.03373128216427803,Excitatory,0.016061190382836432,0.9252705039863119,DNA methylation (GO:0006306),None,None
DNA methylation (GO:0006306),0.05559352320745241,Microglia,0.04643643037303512,0.879845620803765,DNA methylation (GO:0006306),None,None
DNA methylation or demethylation (GO:0044728),-0.3081631703180722,Endothelial,-0.19355160633868182,0.4918547044886553,DNA methylation or demethylation (GO:0044728),None,None
DNA methylation or demethylation (GO:0044728),-1.9491087947107566,Inhibitory,-0.6230165393591323,0.011243232854946847,DNA methylation or demethylation (GO:0044728),None,None
DNA methylation or demethylation (GO:0044728),0.05559352320745241,Microglia,0.04643643037303512,0.879845620803765,DNA methylation or demethylation (GO:0044728),None,None
DNA methylation or demethylation (GO:0044728),0.5941204555597234,Astrocyte,0.2973877629076308,0.25461239637966615,DNA methylation or demethylation (GO:0044728),None,None
DNA methylation or demethylation (GO:0044728),-0.005067644697077596,OPC,-0.004344208884799958,0.9883991319198955,DNA methylation or demethylation (GO:0044728),None,None
DNA methylation or demethylation (GO:0044728),0.2912175408773317,Excitatory,0.1143113050355331,0.5114255950253226,DNA methylation or demethylation (GO:0044728),None,None
DNA packaging (GO:0006323),-0.08007207479999945,Inhibitory,-0.052038765398483136,0.8316257444049211,DNA packaging (GO:0006323),None,None
DNA packaging (GO:0006323),1.3015619453709142,Endothelial,0.5125173946462697,0.04993879451843851,DNA packaging (GO:0006323),None,None
DNA packaging (GO:0006323),0.13888291636065164,Excitatory,0.08138260428767932,0.7263017383912812,DNA packaging (GO:0006323),None,None
DNA replication (GO:0006260),0.12811806690941063,Excitatory,0.05241109998090426,0.7445295392557608,DNA replication (GO:0006260),None,None
DNA replication (GO:0006260),1.3580471203099829,Microglia,0.46918054602893783,0.043848312042291906,DNA replication (GO:0006260),None,None
DNA replication (GO:0006260),1.604345173675854,Inhibitory,0.42906614340825205,0.024868799808825472,DNA replication (GO:0006260),None,None
DNA replication (GO:0006260),0.42296736349645064,OPC,0.1588481068651788,0.3776005659098727,DNA replication (GO:0006260),None,None
DNA replication (GO:0006260),0.14222148576705385,Oligodendrocyte,0.08182462003867595,0.7207398154657501,DNA replication (GO:0006260),None,None
DNA replication (GO:0006260),0.5699890026331008,Endothelial,0.26335143571186237,0.2691602960838334,DNA replication (GO:0006260),None,None
DNA replication (GO:0006260),0.5301705346121486,Astrocyte,0.18324873151714538,0.29500506014880956,DNA replication (GO:0006260),None,None
DNA replication-independent nucleosome assembly (GO:0006336),-1.0416025327771383,Oligodendrocyte,-0.4744962120975681,0.09086517497448582,DNA replication-independent nucleosome assembly (GO:0006336),None,None
DNA replication-independent nucleosome assembly (GO:0006336),-0.08161245641299836,Endothelial,-0.056913251895094386,0.828681309369508,DNA replication-independent nucleosome assembly (GO:0006336),None,None
DNA replication-independent nucleosome assembly (GO:0006336),-0.08857221378619164,Astrocyte,-0.05076050888465117,0.8155071746403163,DNA replication-independent nucleosome assembly (GO:0006336),None,None
DNA replication-independent nucleosome assembly (GO:0006336),0.14199865328743114,Microglia,0.09434309014630024,0.7211097152831769,DNA replication-independent nucleosome assembly (GO:0006336),None,None
DNA replication-independent nucleosome assembly (GO:0006336),1.0588255223013383,OPC,0.3910972560313125,0.08733221548748446,DNA replication-independent nucleosome assembly (GO:0006336),None,None
DNA replication-independent nucleosome assembly (GO:0006336),0.8874672233528929,Excitatory,0.24202404636649108,0.12957844880025485,DNA replication-independent nucleosome assembly (GO:0006336),None,None
DNA replication-independent nucleosome assembly (GO:0006336),1.5473749424010281,Inhibitory,0.38445626934214827,0.02835470005873914,DNA replication-independent nucleosome assembly (GO:0006336),None,None
ER-associated misfolded protein catabolic process (GO:0071712),1.6169543411323428,Excitatory,0.5144034434511167,0.024157147934722966,ER-associated misfolded protein catabolic process (GO:0071712),None,None
ER-associated misfolded protein catabolic process (GO:0071712),-0.12400607617390112,Inhibitory,-0.09209536534582441,0.7516123782054231,ER-associated misfolded protein catabolic process (GO:0071712),None,None
G-protein coupled acetylcholine receptor signaling pathway (GO:0007213),1.6808242885134315,OPC,0.5393104750203539,0.020853344192497646,G-protein coupled acetylcholine receptor signaling pathway (GO:0007213),None,None
G-protein coupled acetylcholine receptor signaling pathway (GO:0007213),-0.5185241835728743,Inhibitory,-0.2394872804088712,0.3030231555450899,G-protein coupled acetylcholine receptor signaling pathway (GO:0007213),None,None
G-protein coupled acetylcholine receptor signaling pathway (GO:0007213),-0.11225969046838745,Excitatory,-0.06193987304560508,0.7722186915861871,G-protein coupled acetylcholine receptor signaling pathway (GO:0007213),None,None
Golgi localization (GO:0051645),0.5233307147156968,Endothelial,0.281199781136084,0.2996879529762294,Golgi localization (GO:0051645),None,None
Golgi localization (GO:0051645),0.1279152409717594,Excitatory,0.07073009869928334,0.744877333612621,Golgi localization (GO:0051645),None,None
Golgi localization (GO:0051645),1.3256578478454273,Oligodendrocyte,0.6259275090032534,0.04724350953296404,Golgi localization (GO:0051645),None,None
Golgi localization (GO:0051645),-0.1377398679202514,Inhibitory,-0.0756903957826897,0.7282158579340487,Golgi localization (GO:0051645),None,None
Golgi localization (GO:0051645),0.31257258943978017,Astrocyte,0.1478437015002579,0.4868861385783515,Golgi localization (GO:0051645),None,None
L-glutamate transport (GO:0015813),0.8599940957429864,OPC,0.2932827930513847,0.13804030311293236,L-glutamate transport (GO:0015813),Glutamate transport,yes
L-glutamate transport (GO:0015813),-1.409244810286782,Excitatory,-0.37329296840995013,0.03897222396779667,L-glutamate transport (GO:0015813),Glutamate transport,yes
L-glutamate transport (GO:0015813),-0.6744388956043651,Astrocyte,-0.32019357880261506,0.21162214125651346,L-glutamate transport (GO:0015813),Glutamate transport,yes
L-glutamate transport (GO:0015813),1.8005649673873378,Endothelial,0.6706347901064584,0.015828327683916264,L-glutamate transport (GO:0015813),Glutamate transport,yes
L-glutamate transport (GO:0015813),-0.3472820298687299,Inhibitory,-0.14279843521871471,0.4494878636773312,L-glutamate transport (GO:0015813),Glutamate transport,yes
N-glycan processing (GO:0006491),-0.06102243113556513,Endothelial,-0.04404795541153396,0.8689155489881634,N-glycan processing (GO:0006491),None,None
N-glycan processing (GO:0006491),-0.437815661346142,Inhibitory,-0.17323712783789202,0.3649088015834676,N-glycan processing (GO:0006491),None,None
N-glycan processing (GO:0006491),-2.6034467166448545,OPC,-0.6301456200931089,0.002492030098324001,N-glycan processing (GO:0006491),None,None
N-glycan processing (GO:0006491),-1.708987379803859,Microglia,-0.6314579160439615,0.01954396247898361,N-glycan processing (GO:0006491),None,None
N-glycan processing (GO:0006491),-0.1465595128091217,Excitatory,-0.07194018482078765,0.7135764146863623,N-glycan processing (GO:0006491),None,None
N-terminal peptidyl-methionine acetylation (GO:0017196),1.8250270316020039,Excitatory,0.6245278488633424,0.01496142529449379,N-terminal peptidyl-methionine acetylation (GO:0017196),None,None
N-terminal protein amino acid modification (GO:0031365),1.3006758458320409,Excitatory,0.4298277227843074,0.05004078963508571,N-terminal protein amino acid modification (GO:0031365),None,None
N-terminal protein amino acid modification (GO:0031365),0.6152564621873128,Inhibitory,0.2713038678572324,0.24251775417281787,N-terminal protein amino acid modification (GO:0031365),None,None
RNA 3'-end processing (GO:0031123),0.4327488418641907,Inhibitory,0.16986184388329284,0.3691910448179666,RNA 3'-end processing (GO:0031123),None,None
RNA 3'-end processing (GO:0031123),0.4106291668623829,OPC,0.16951919728694773,0.38848193936893605,RNA 3'-end processing (GO:0031123),None,None
RNA 3'-end processing (GO:0031123),0.05304374819158365,Endothelial,0.025349088296559602,0.8850264531442291,RNA 3'-end processing (GO:0031123),None,None
RNA 3'-end processing (GO:0031123),1.4325299928936486,Microglia,0.45174222458915264,0.036937713385304785,RNA 3'-end processing (GO:0031123),None,None
RNA 3'-end processing (GO:0031123),0.6582720653883162,Astrocyte,0.24371401211533522,0.21964834464977387,RNA 3'-end processing (GO:0031123),None,None
RNA 3'-end processing (GO:0031123),-0.2855753755566579,Oligodendrocyte,-0.1455226281995353,0.5181131611912517,RNA 3'-end processing (GO:0031123),None,None
RNA 3'-end processing (GO:0031123),0.23699429374934647,Excitatory,0.09570050788605977,0.5794363096645272,RNA 3'-end processing (GO:0031123),None,None
RNA modification (GO:0009451),0.9500498093229961,Endothelial,0.3217636444809857,0.11218897771549939,RNA modification (GO:0009451),None,None
RNA modification (GO:0009451),0.6762772850198543,Astrocyte,0.34078108695659914,0.2107282278852779,RNA modification (GO:0009451),None,None
RNA modification (GO:0009451),1.4193770901673919,OPC,0.41672774400656487,0.03807350943268555,RNA modification (GO:0009451),None,None
RNA modification (GO:0009451),0.27630442190176946,Oligodendrocyte,0.16654711741055092,0.5292923025089757,RNA modification (GO:0009451),None,None
RNA modification (GO:0009451),0.5944585365584724,Inhibitory,0.22821384585355725,0.25441426787294924,RNA modification (GO:0009451),None,None
RNA modification (GO:0009451),0.19658698639378908,Excitatory,0.08529234903002664,0.635935418302803,RNA modification (GO:0009451),None,None
"RNA splicing, via endonucleolytic cleavage and ligation (GO:0000394)",0.17401677048948716,Excitatory,0.09219593398985929,0.6698587420008397,"RNA splicing, via endonucleolytic cleavage and ligation (GO:0000394)",RNA splicing,no
