pathway,score_adj,celltype,logFC,P.Value,names,shortened,highlight
ATP generation from ADP (GO:0006757),-1.7393656759310145,Oligodendrocyte,-0.5762420103788438,0.018223606285905115,ATP generation from ADP (GO:0006757),ATP generation,no
ATP generation from ADP (GO:0006757),-0.42823248926159496,Excitatory,-0.16537678338921374,0.37305040063917727,ATP generation from ADP (GO:0006757),ATP generation,no
ATP metabolic process (GO:0046034),0.7151030008029508,Excitatory,0.20240840593023407,0.19270678199497776,ATP metabolic process (GO:0046034),None,None
ATP metabolic process (GO:0046034),-0.15284592502808125,Microglia,-0.06735127316976741,0.7033217936168659,ATP metabolic process (GO:0046034),None,None
ATP metabolic process (GO:0046034),0.8948292472759608,OPC,0.2643973207548667,0.12740038860771244,ATP metabolic process (GO:0046034),None,None
ATP metabolic process (GO:0046034),0.6778810321667279,Oligodendrocyte,0.22094712538971417,0.20995149324558823,ATP metabolic process (GO:0046034),None,None
ATP metabolic process (GO:0046034),0.10116457519271,Endothelial,0.041942586497574874,0.7922010702760034,ATP metabolic process (GO:0046034),None,None
ATP metabolic process (GO:0046034),2.5716482258079747,Inhibitory,0.44327733595152513,0.00268133930351584,ATP metabolic process (GO:0046034),None,None
ATP metabolic process (GO:0046034),1.7823088310337625,Astrocyte,0.437732876688226,0.01650787489693715,ATP metabolic process (GO:0046034),None,None
ATP-dependent chromatin remodeling (GO:0043044),-0.9962419572795893,Endothelial,-0.22792483157590607,0.10086907604191102,ATP-dependent chromatin remodeling (GO:0043044),None,None
ATP-dependent chromatin remodeling (GO:0043044),0.049059058548129975,Excitatory,0.018349873242464593,0.8931840137627967,ATP-dependent chromatin remodeling (GO:0043044),None,None
ATP-dependent chromatin remodeling (GO:0043044),0.03415961417704954,OPC,0.01601665767617285,0.9243583864781179,ATP-dependent chromatin remodeling (GO:0043044),None,None
ATP-dependent chromatin remodeling (GO:0043044),-0.07442592229194733,Microglia,-0.037428206506475346,0.8425080859779206,ATP-dependent chromatin remodeling (GO:0043044),None,None
ATP-dependent chromatin remodeling (GO:0043044),-0.07004265339104661,Inhibitory,-0.026161425087058224,0.85105444943395,ATP-dependent chromatin remodeling (GO:0043044),None,None
ATP-dependent chromatin remodeling (GO:0043044),-0.20029424295096587,Astrocyte,-0.0706798393189866,0.6305300034004482,ATP-dependent chromatin remodeling (GO:0043044),None,None
ATP-dependent chromatin remodeling (GO:0043044),-1.3920119509117936,Oligodendrocyte,-0.3366001335340502,0.04054973768215478,ATP-dependent chromatin remodeling (GO:0043044),None,None
B cell activation (GO:0042113),-0.14134253137111413,Astrocyte,-0.07275396345649338,0.7221999742879537,B cell activation (GO:0042113),None,None
B cell activation (GO:0042113),-0.2520997308302152,Endothelial,-0.12343250668015487,0.5596290742323157,B cell activation (GO:0042113),None,None
B cell activation (GO:0042113),1.4775812538158861,OPC,0.3595709506998083,0.03329804578929556,B cell activation (GO:0042113),None,None
B cell activation (GO:0042113),-0.34786447795863595,Oligodendrocyte,-0.13650611424058937,0.4488854432460173,B cell activation (GO:0042113),None,None
B cell activation (GO:0042113),0.1483368124400156,Microglia,0.06425404047400078,0.7106621534486897,B cell activation (GO:0042113),None,None
B cell activation (GO:0042113),0.15681330362884655,Inhibitory,0.06859253044935668,0.6969260472766932,B cell activation (GO:0042113),None,None
B cell activation involved in immune response (GO:0002312),1.7811505709168456,Excitatory,0.5535228676418422,0.01655196003636867,B cell activation involved in immune response (GO:0002312),None,None
B cell differentiation (GO:0030183),0.4968099959701282,Inhibitory,0.1985431444451929,0.31855909143472744,B cell differentiation (GO:0030183),B cell differentiation,no
B cell differentiation (GO:0030183),1.2409668620666559,Oligodendrocyte,0.3579802222185196,0.05741602706361711,B cell differentiation (GO:0030183),B cell differentiation,no
B cell differentiation (GO:0030183),-0.006571803009073963,Microglia,-0.0032937889237886625,0.9849817798032697,B cell differentiation (GO:0030183),B cell differentiation,no
B cell differentiation (GO:0030183),4.788148089188607,OPC,0.8510625500921365,1.6287405570230084e-05,B cell differentiation (GO:0030183),B cell differentiation,no
B cell differentiation (GO:0030183),-0.04607951275251194,Endothelial,-0.032185595205190626,0.8993329121991788,B cell differentiation (GO:0030183),B cell differentiation,no
B cell receptor signaling pathway (GO:0050853),0.468420816969426,Inhibitory,0.1536486356910433,0.34007850519174887,B cell receptor signaling pathway (GO:0050853),None,None
B cell receptor signaling pathway (GO:0050853),-1.814883434593928,Endothelial,-0.4280885690913157,0.015314984634155567,B cell receptor signaling pathway (GO:0050853),None,None
B cell receptor signaling pathway (GO:0050853),-0.6149498164246607,Astrocyte,-0.2251555088884939,0.24268905108178138,B cell receptor signaling pathway (GO:0050853),None,None
B cell receptor signaling pathway (GO:0050853),0.0015157219630119406,Microglia,0.0008087517292045942,0.9965160044487898,B cell receptor signaling pathway (GO:0050853),None,None
B cell receptor signaling pathway (GO:0050853),-1.1130066887696008,OPC,-0.27890210025722934,0.07708915961160134,B cell receptor signaling pathway (GO:0050853),None,None
BMP signaling pathway (GO:0030509),-0.34398279707765494,Endothelial,-0.12774836297123884,0.45291552007217606,BMP signaling pathway (GO:0030509),None,None
BMP signaling pathway (GO:0030509),1.6073146514716454,Astrocyte,0.40917444747518317,0.02469934000304916,BMP signaling pathway (GO:0030509),None,None
BMP signaling pathway (GO:0030509),0.7425200186492716,Oligodendrocyte,0.23284198172629253,0.1809172515169876,BMP signaling pathway (GO:0030509),None,None
BMP signaling pathway (GO:0030509),2.1760424682230735,Inhibitory,0.3898355677906344,0.00666741567569852,BMP signaling pathway (GO:0030509),None,None
BMP signaling pathway (GO:0030509),0.09504137770247979,Microglia,0.046223833079878214,0.8034495693340656,BMP signaling pathway (GO:0030509),None,None
BMP signaling pathway (GO:0030509),3.0117827515602302,OPC,0.561784141459668,0.0009732339457843921,BMP signaling pathway (GO:0030509),None,None
BMP signaling pathway (GO:0030509),1.9268817225288157,Excitatory,0.34942028138478237,0.011833637938037865,BMP signaling pathway (GO:0030509),None,None
C-terminal protein amino acid modification (GO:0018410),-0.0991941704173415,Inhibitory,-0.04540157270122419,0.7958034719830431,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein amino acid modification (GO:0018410),-0.4790271771534997,Astrocyte,-0.15362606618659083,0.33187368900781755,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein amino acid modification (GO:0018410),-1.3718258246466688,Oligodendrocyte,-0.3748182698244851,0.04247898932925506,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein amino acid modification (GO:0018410),-1.2284132566946275,OPC,-0.3293200969482861,0.05909989962870937,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein amino acid modification (GO:0018410),-0.8770829442824408,Endothelial,-0.2786972819401365,0.13271409678230153,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein amino acid modification (GO:0018410),0.07931523814679298,Microglia,0.038280731215458955,0.8330762661498419,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein amino acid modification (GO:0018410),-0.8809550960068181,Excitatory,-0.21950317452024334,0.1315360827243215,C-terminal protein amino acid modification (GO:0018410),None,None
CENP-A containing chromatin organization (GO:0061641),0.9352160702871696,Endothelial,0.31930647733119305,0.11608709133885682,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),0.09181637158331556,OPC,0.03943101376817388,0.8094380734848803,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),1.3916228622783184,Oligodendrocyte,0.4030107770665214,0.04058608286353041,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),2.1474017195260307,Astrocyte,0.563797381897502,0.00712193950653113,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),3.674621068099962,Inhibitory,0.6228702999856919,0.00021153339122461178,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),2.9625307188887122,Excitatory,0.5301674668867158,0.001090107383250369,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing nucleosome assembly (GO:0034080),1.3916228622783184,Oligodendrocyte,0.4030107770665214,0.04058608286353041,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),0.9352160702871696,Endothelial,0.31930647733119305,0.11608709133885682,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),3.674621068099962,Inhibitory,0.6228702999856919,0.00021153339122461178,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),0.09181637158331556,OPC,0.03943101376817388,0.8094380734848803,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),2.1474017195260307,Astrocyte,0.563797381897502,0.00712193950653113,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),2.9625307188887122,Excitatory,0.5301674668867158,0.001090107383250369,CENP-A containing nucleosome assembly (GO:0034080),None,None
COPII vesicle coating (GO:0048208),0.06055684407346776,Endothelial,0.024254400282905077,0.8698475727297983,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),0.7980166435214489,Astrocyte,0.20626398011506875,0.15921477098072728,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),1.6579694924491946,Oligodendrocyte,0.39176462003953805,0.021980142695815438,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),2.0023131663296088,OPC,0.39758441780069,0.009946878970768945,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),-0.016597039652736508,Excitatory,-0.006259287731073281,0.9625049248632761,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),-0.056504169758131065,Inhibitory,-0.020525746918145366,0.8780026571568306,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),-0.503958354324754,Microglia,-0.1953945108085958,0.3133586197984443,COPII vesicle coating (GO:0048208),None,None
COPII-coated vesicle budding (GO:0090114),-0.4171339363053772,Microglia,-0.1568098974468187,0.38270669846888805,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),1.5180234069317537,Oligodendrocyte,0.35833598354791174,0.03033727672629684,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),1.8582379667581674,OPC,0.4049613183368982,0.01385996179811522,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),0.5554833681173088,Astrocyte,0.15431246939197188,0.2783021951325386,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),-0.045259759944148,Inhibitory,-0.016434511581507102,0.9010320516754181,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),0.12123899812342223,Excitatory,0.03994543418349999,0.7564165142298019,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),0.25740386889043604,Endothelial,0.08254079090543438,0.5528357646316965,COPII-coated vesicle budding (GO:0090114),None,None
DNA biosynthetic process (GO:0071897),1.1996099588582252,OPC,0.28626310765627344,0.06315242636506241,DNA biosynthetic process (GO:0071897),None,None
DNA biosynthetic process (GO:0071897),0.8501963192485469,Oligodendrocyte,0.32653838102738003,0.14118991629420508,DNA biosynthetic process (GO:0071897),None,None
DNA biosynthetic process (GO:0071897),1.181275054587523,Excitatory,0.31490849905835216,0.06587565484697618,DNA biosynthetic process (GO:0071897),None,None
DNA biosynthetic process (GO:0071897),1.4141518969703775,Astrocyte,0.4908207416492561,0.03853435579879337,DNA biosynthetic process (GO:0071897),None,None
DNA biosynthetic process (GO:0071897),1.3704886184764684,Inhibitory,0.3133312724593218,0.042609985020388805,DNA biosynthetic process (GO:0071897),None,None
DNA catabolic process (GO:0006308),2.188262647557221,Inhibitory,0.65709650991484,0.006482422785655418,DNA catabolic process (GO:0006308),None,None
"DNA catabolic process, endonucleolytic (GO:0000737)",0.533205575198818,Endothelial,0.23934859583963494,0.29295062223736607,"DNA catabolic process, endonucleolytic (GO:0000737)",None,None
"DNA catabolic process, endonucleolytic (GO:0000737)",1.5169461082360816,OPC,0.4129166483831932,0.030412623936444172,"DNA catabolic process, endonucleolytic (GO:0000737)",None,None
"DNA catabolic process, endonucleolytic (GO:0000737)",0.7172066556356341,Inhibitory,0.2608251337281131,0.1917755974326119,"DNA catabolic process, endonucleolytic (GO:0000737)",None,None
"DNA catabolic process, endonucleolytic (GO:0000737)",-0.9163478052637004,Oligodendrocyte,-0.301311208440602,0.12124174955365585,"DNA catabolic process, endonucleolytic (GO:0000737)",None,None
"DNA catabolic process, endonucleolytic (GO:0000737)",-1.6769441171441737,Astrocyte,-0.45388392849632353,0.021040491609391195,"DNA catabolic process, endonucleolytic (GO:0000737)",None,None
"DNA catabolic process, endonucleolytic (GO:0000737)",0.9311895948475145,Excitatory,0.26819327099443796,0.1171683745651793,"DNA catabolic process, endonucleolytic (GO:0000737)",None,None
DNA conformation change (GO:0071103),0.88745638666752,Inhibitory,0.2783963584138769,0.12958168213260995,DNA conformation change (GO:0071103),None,None
DNA conformation change (GO:0071103),1.5216068047925706,Astrocyte,0.4645233536930641,0.030087991325643722,DNA conformation change (GO:0071103),None,None
DNA conformation change (GO:0071103),1.9668489878984432,Excitatory,0.5028695196374965,0.010793219568911648,DNA conformation change (GO:0071103),None,None
DNA conformation change (GO:0071103),0.006568455831643652,OPC,0.004507773260408333,0.9849893712455398,DNA conformation change (GO:0071103),None,None
DNA conformation change (GO:0071103),-0.42743101697544345,Oligodendrocyte,-0.20722040004144948,0.37373948517989064,DNA conformation change (GO:0071103),None,None
DNA conformation change (GO:0071103),1.4812324825987764,Endothelial,0.4772668154258294,0.0330192737925103,DNA conformation change (GO:0071103),None,None
DNA damage checkpoint (GO:0000077),2.214768586215917,Excitatory,0.47090681690455377,0.006098617754809042,DNA damage checkpoint (GO:0000077),None,None
DNA damage checkpoint (GO:0000077),0.21890152857307893,Microglia,0.12962170897959285,0.604085583513676,DNA damage checkpoint (GO:0000077),None,None
DNA damage checkpoint (GO:0000077),-0.28853003788915793,Inhibitory,-0.09712275603303805,0.5146002135641445,DNA damage checkpoint (GO:0000077),None,None
DNA damage checkpoint (GO:0000077),-0.03756386111401916,OPC,-0.022863568114490807,0.9171410638707771,DNA damage checkpoint (GO:0000077),None,None
DNA damage checkpoint (GO:0000077),1.203514334588903,Astrocyte,0.3826440810586428,0.06258722056602588,DNA damage checkpoint (GO:0000077),None,None
DNA damage checkpoint (GO:0000077),0.5091170011527791,Oligodendrocyte,0.227184486476155,0.30965849510226573,DNA damage checkpoint (GO:0000077),None,None
DNA damage checkpoint (GO:0000077),-0.07566471782546842,Endothelial,-0.04558901807624697,0.8401083130665394,DNA damage checkpoint (GO:0000077),None,None
DNA damage induced protein phosphorylation (GO:0006975),1.577045393532895,Inhibitory,0.40920940410045586,0.026482233252915495,DNA damage induced protein phosphorylation (GO:0006975),None,None
DNA damage induced protein phosphorylation (GO:0006975),-1.2736910350479855,Excitatory,-0.3733295254372974,0.05324869453958573,DNA damage induced protein phosphorylation (GO:0006975),None,None
DNA damage induced protein phosphorylation (GO:0006975),-0.5780506884569363,Endothelial,-0.24422686196723753,0.2642100367940913,DNA damage induced protein phosphorylation (GO:0006975),None,None
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",1.8395369514815763,Oligodendrocyte,0.4120730082032287,0.01446981732963823,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",None,None
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",1.972128409865703,Endothelial,0.4090430433207727,0.010662808024215414,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",None,None
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",1.9136199376502803,Astrocyte,0.4258147043876981,0.012200568352107272,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",None,None
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.027429069090333186,Microglia,0.013196242204539094,0.9387953523911943,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",None,None
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",1.181069742835271,OPC,0.3105635950579212,0.06590680477902161,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",None,None
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.7695510472633259,Excitatory,0.21935124832536665,0.17000001227491587,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",None,None
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.7281279815656662,Inhibitory,0.18971372234919953,0.18701309531724786,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",2.66156171718481,Endothelial,0.5110604536221253,0.0021799085903914236,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.09530850742227816,Microglia,0.04753441079723285,0.8029555283687945,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",1.1182199687102143,OPC,0.3227428951295331,0.07616931172771679,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",2.016932175771449,Oligodendrocyte,0.47379169418727896,0.00961762466117369,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.14922200619711357,Excitatory,0.06401295187141973,0.7092151329050591,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",2.333683559930205,Astrocyte,0.4889492949813744,0.0046378472420465,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.3757127084190248,Inhibitory,0.1232729873482941,0.4210050367249645,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
DNA dealkylation (GO:0035510),3.0797147501474407,Endothelial,0.6653156236654378,0.0008323102630287702,DNA dealkylation (GO:0035510),None,None
DNA dealkylation (GO:0035510),1.041837685333928,Excitatory,0.319891768239513,0.09081598854585411,DNA dealkylation (GO:0035510),None,None
DNA dealkylation involved in DNA repair (GO:0006307),3.0797147501474407,Endothelial,0.6653156236654378,0.0008323102630287702,DNA dealkylation involved in DNA repair (GO:0006307),None,None
DNA dealkylation involved in DNA repair (GO:0006307),1.041837685333928,Excitatory,0.319891768239513,0.09081598854585411,DNA dealkylation involved in DNA repair (GO:0006307),None,None
DNA double-strand break processing (GO:0000729),3.5907671557129,Excitatory,0.6288741752793554,0.0002565859337340806,DNA double-strand break processing (GO:0000729),None,None
DNA double-strand break processing (GO:0000729),0.47315015265097465,Inhibitory,0.14968127289974534,0.3363952442261682,DNA double-strand break processing (GO:0000729),None,None
DNA duplex unwinding (GO:0032508),1.3880289582063012,Endothelial,0.38530385898201414,0.040923337165706015,DNA duplex unwinding (GO:0032508),None,None
DNA duplex unwinding (GO:0032508),1.2983994438080921,Oligodendrocyte,0.3546388650441577,0.05030377253141622,DNA duplex unwinding (GO:0032508),None,None
DNA duplex unwinding (GO:0032508),0.2019230621279916,Excitatory,0.06270862528780136,0.628169632974308,DNA duplex unwinding (GO:0032508),None,None
DNA duplex unwinding (GO:0032508),0.38885242048251123,Microglia,0.20596003221897635,0.4084581627165137,DNA duplex unwinding (GO:0032508),None,None
DNA duplex unwinding (GO:0032508),2.157299552119445,Astrocyte,0.490281195659501,0.0069614618565281726,DNA duplex unwinding (GO:0032508),None,None
DNA duplex unwinding (GO:0032508),1.644425760545976,Inhibitory,0.3427271199282904,0.022676406805454432,DNA duplex unwinding (GO:0032508),None,None
DNA duplex unwinding (GO:0032508),0.6652649445221878,OPC,0.22344807565690258,0.21613995438556355,DNA duplex unwinding (GO:0032508),None,None
DNA geometric change (GO:0032392),1.2044028771709419,Oligodendrocyte,0.3375683769855381,0.06245930146339935,DNA geometric change (GO:0032392),None,None
DNA geometric change (GO:0032392),1.9513930350667392,OPC,0.5157226599736653,0.011184252541749595,DNA geometric change (GO:0032392),None,None
DNA geometric change (GO:0032392),2.5643226021554977,Excitatory,0.5370222564133635,0.0027269513992057032,DNA geometric change (GO:0032392),None,None
DNA geometric change (GO:0032392),1.5218514411367403,Endothelial,0.4459765779933319,0.030071047653102825,DNA geometric change (GO:0032392),None,None
DNA geometric change (GO:0032392),4.656437747068683,Astrocyte,0.8660699576485867,2.2057802961733327e-05,DNA geometric change (GO:0032392),None,None
DNA geometric change (GO:0032392),3.2458262332711,Inhibitory,0.6700508899810882,0.000567771732636635,DNA geometric change (GO:0032392),None,None
DNA ligation (GO:0006266),0.8176503618908914,Excitatory,0.3267207040068099,0.15217721721061916,DNA ligation (GO:0006266),None,None
DNA ligation (GO:0006266),1.902351258659718,Inhibitory,0.5512287064236485,0.012521280404261042,DNA ligation (GO:0006266),None,None
DNA metabolic process (GO:0006259),0.7675048377545285,Oligodendrocyte,0.21881292550064005,0.17080286936388941,DNA metabolic process (GO:0006259),None,None
DNA metabolic process (GO:0006259),1.799940808284088,Astrocyte,0.3724100077363677,0.01585109218555943,DNA metabolic process (GO:0006259),None,None
DNA metabolic process (GO:0006259),0.1199716874342018,Endothelial,0.04355461306116375,0.758627029900223,DNA metabolic process (GO:0006259),None,None
DNA metabolic process (GO:0006259),1.1015835089048076,Excitatory,0.22304500146726983,0.07914372574031314,DNA metabolic process (GO:0006259),None,None
DNA metabolic process (GO:0006259),1.9981930570887074,OPC,0.3766066763282261,0.010041693072898365,DNA metabolic process (GO:0006259),None,None
DNA metabolic process (GO:0006259),0.21144806620864565,Microglia,0.078002574925227,0.614542515518991,DNA metabolic process (GO:0006259),None,None
DNA metabolic process (GO:0006259),1.0346623538676616,Inhibitory,0.20827284765800194,0.09232889674616934,DNA metabolic process (GO:0006259),None,None
DNA packaging (GO:0006323),0.31472415283675315,Inhibitory,0.13637235041283358,0.484479992948888,DNA packaging (GO:0006323),None,None
DNA packaging (GO:0006323),1.37565863154736,Endothelial,0.4223944086905178,0.04210574621039661,DNA packaging (GO:0006323),None,None
