pathway,score_adj,celltype,logFC,P.Value,names,shortened,highlight
ATP generation from ADP (GO:0006757),-3.204477691554308,Oligodendrocyte,-0.7690684480991712,0.0006244854274586044,ATP generation from ADP (GO:0006757),ATP generation,no
ATP generation from ADP (GO:0006757),-1.641743421393838,OPC,-0.5028800652541157,0.022816896826236208,ATP generation from ADP (GO:0006757),ATP generation,no
ATP generation from ADP (GO:0006757),-1.245826181715279,Microglia,-0.4982766600063133,0.05677718000377665,ATP generation from ADP (GO:0006757),ATP generation,no
ATP generation from ADP (GO:0006757),-0.07422704105490471,Excitatory,-0.0441476887336614,0.8428939933041144,ATP generation from ADP (GO:0006757),ATP generation,no
ATP generation from ADP (GO:0006757),-0.3087704581879404,Endothelial,-0.16912598426055103,0.49116740896348376,ATP generation from ADP (GO:0006757),ATP generation,no
ATP generation from ADP (GO:0006757),-0.5673331298321281,Inhibitory,-0.2302332009503404,0.270811354998747,ATP generation from ADP (GO:0006757),ATP generation,no
ATP generation from ADP (GO:0006757),-1.3676349342207312,Astrocyte,-0.4747630982630055,0.042890890759869675,ATP generation from ADP (GO:0006757),ATP generation,no
ATP metabolic process (GO:0046034),1.7215806997738943,Endothelial,0.3952741890400908,0.018985380266006234,ATP metabolic process (GO:0046034),None,None
ATP metabolic process (GO:0046034),-0.21006842527197386,Microglia,-0.08666736000983236,0.6164978618816851,ATP metabolic process (GO:0046034),None,None
ATP metabolic process (GO:0046034),1.1980771308562794,Inhibitory,0.3112277224286319,0.06337571457642233,ATP metabolic process (GO:0046034),None,None
ATP metabolic process (GO:0046034),-0.12140648593955712,Oligodendrocyte,-0.06462457851240729,0.7561248547014032,ATP metabolic process (GO:0046034),None,None
ATP metabolic process (GO:0046034),2.6094936130360407,OPC,0.5495085711588622,0.002457572773312091,ATP metabolic process (GO:0046034),None,None
ATP metabolic process (GO:0046034),0.4073302487146151,Astrocyte,0.15467580303934356,0.3914440997234653,ATP metabolic process (GO:0046034),None,None
ATP metabolic process (GO:0046034),0.714361202033619,Excitatory,0.18275298783066923,0.1930362170031244,ATP metabolic process (GO:0046034),None,None
ATP synthesis coupled electron transport (GO:0042773),0.4383918352470032,Inhibitory,0.22748789094510707,0.36442500192854055,ATP synthesis coupled electron transport (GO:0042773),None,None
ATP synthesis coupled electron transport (GO:0042773),1.7492384463918609,Excitatory,0.49557367500678806,0.017814004332694824,ATP synthesis coupled electron transport (GO:0042773),None,None
B cell differentiation (GO:0030183),1.6970830688029808,Astrocyte,0.5286194769463566,0.020087085641737678,B cell differentiation (GO:0030183),B cell differentiation,no
B cell differentiation (GO:0030183),0.6952463981706195,Microglia,0.24917549652362794,0.20172215627490045,B cell differentiation (GO:0030183),B cell differentiation,no
B cell differentiation (GO:0030183),1.760042125576724,Oligodendrocyte,0.5482252772336831,0.017376322741973222,B cell differentiation (GO:0030183),B cell differentiation,no
B cell differentiation (GO:0030183),1.4185048408471084,OPC,0.4260673266744481,0.038150054187429734,B cell differentiation (GO:0030183),B cell differentiation,no
B cell differentiation (GO:0030183),-0.577399893705736,Endothelial,-0.195943196179445,0.26460625504808766,B cell differentiation (GO:0030183),B cell differentiation,no
B cell differentiation (GO:0030183),0.43703117121129326,Inhibitory,0.17336333072593454,0.365568552220247,B cell differentiation (GO:0030183),B cell differentiation,no
BMP signaling pathway (GO:0030509),0.5396722216858559,Endothelial,0.1429458068390321,0.2886209011357857,BMP signaling pathway (GO:0030509),None,None
BMP signaling pathway (GO:0030509),0.2798978514350725,Astrocyte,0.11520660728105447,0.524930912506594,BMP signaling pathway (GO:0030509),None,None
BMP signaling pathway (GO:0030509),0.7407788899393032,Oligodendrocyte,0.26274997049030024,0.18164402220321796,BMP signaling pathway (GO:0030509),None,None
BMP signaling pathway (GO:0030509),0.78154863063804,Excitatory,0.21293647983179706,0.16536796016750735,BMP signaling pathway (GO:0030509),None,None
BMP signaling pathway (GO:0030509),-1.0783375230978398,Microglia,-0.2923288215971449,0.08349538601969657,BMP signaling pathway (GO:0030509),None,None
BMP signaling pathway (GO:0030509),0.3435010936757178,Inhibitory,0.1130217403519479,0.4534181559430658,BMP signaling pathway (GO:0030509),None,None
BMP signaling pathway (GO:0030509),1.4616869737365905,OPC,0.32751324500695983,0.034539259812765975,BMP signaling pathway (GO:0030509),None,None
C-terminal protein amino acid modification (GO:0018410),1.2726916118466334,Microglia,0.38873667643849197,0.053371374573774485,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein amino acid modification (GO:0018410),0.4513914798095442,Oligodendrocyte,0.15262918828172814,0.3536783861442182,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein amino acid modification (GO:0018410),-0.12432318826118337,Excitatory,-0.04301985154723055,0.7510637680250906,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein amino acid modification (GO:0018410),-0.5184662336022838,Endothelial,-0.21157747770032465,0.30306359205834343,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein amino acid modification (GO:0018410),1.4378757130015818,Inhibitory,0.35124350779022484,0.03648583476551383,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein amino acid modification (GO:0018410),0.43812411539592067,Astrocyte,0.16397818176531467,0.3646497201531278,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein amino acid modification (GO:0018410),0.7062216522820539,OPC,0.20365749170759648,0.19668821894590044,C-terminal protein amino acid modification (GO:0018410),None,None
C-terminal protein lipidation (GO:0006501),-0.7439096165254999,Endothelial,-0.2707587935764538,0.1803393016101478,C-terminal protein lipidation (GO:0006501),None,None
C-terminal protein lipidation (GO:0006501),1.4453018034743699,Inhibitory,0.359498114169286,0.03586725963239536,C-terminal protein lipidation (GO:0006501),None,None
C-terminal protein lipidation (GO:0006501),0.6989709470502038,OPC,0.22854631180232304,0.19999956586454534,C-terminal protein lipidation (GO:0006501),None,None
C-terminal protein lipidation (GO:0006501),0.3838856827577546,Astrocyte,0.144164996613762,0.41315624080310887,C-terminal protein lipidation (GO:0006501),None,None
C-terminal protein lipidation (GO:0006501),1.1400715291578492,Microglia,0.37426649686737995,0.0724316653868613,C-terminal protein lipidation (GO:0006501),None,None
C-terminal protein lipidation (GO:0006501),-0.03256586393831276,Excitatory,-0.012684756058395988,0.9277567783486564,C-terminal protein lipidation (GO:0006501),None,None
C-terminal protein lipidation (GO:0006501),0.5545042101573989,Oligodendrocyte,0.1974614327415953,0.2789303616014425,C-terminal protein lipidation (GO:0006501),None,None
CENP-A containing chromatin organization (GO:0061641),0.520006826795591,OPC,0.23311422492914158,0.3019904249315206,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),4.249801225314516,Excitatory,0.7331523276789726,5.625987652662457e-05,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),3.1003524765666657,Inhibitory,0.6107895388632929,0.000793683813683668,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),0.33144085178302846,Endothelial,0.15747232021714475,0.46618591531106013,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),0.8720788202807022,Oligodendrocyte,0.31416490605275654,0.13425212842966083,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),1.7123581960128822,Microglia,0.5292056969011302,0.01939285739919129,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing chromatin organization (GO:0061641),0.9129503637436351,Astrocyte,0.31132544708731097,0.12219393097101916,CENP-A containing chromatin organization (GO:0061641),None,None
CENP-A containing nucleosome assembly (GO:0034080),0.33144085178302846,Endothelial,0.15747232021714475,0.46618591531106013,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),0.9129503637436351,Astrocyte,0.31132544708731097,0.12219393097101916,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),0.8720788202807022,Oligodendrocyte,0.31416490605275654,0.13425212842966083,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),3.1003524765666657,Inhibitory,0.6107895388632929,0.000793683813683668,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),1.7123581960128822,Microglia,0.5292056969011302,0.01939285739919129,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),4.249801225314516,Excitatory,0.7331523276789726,5.625987652662457e-05,CENP-A containing nucleosome assembly (GO:0034080),None,None
CENP-A containing nucleosome assembly (GO:0034080),0.520006826795591,OPC,0.23311422492914158,0.3019904249315206,CENP-A containing nucleosome assembly (GO:0034080),None,None
COPI coating of Golgi vesicle (GO:0048205),-1.1427143741028305,Excitatory,-0.3144485301010932,0.07199222993498902,COPI coating of Golgi vesicle (GO:0048205),None,None
COPI coating of Golgi vesicle (GO:0048205),-3.2903985231745803,Inhibitory,-0.6796051069108993,0.000512390981055547,COPI coating of Golgi vesicle (GO:0048205),None,None
COPI coating of Golgi vesicle (GO:0048205),1.7314246235437518,Endothelial,0.5315978879612888,0.018559889082234125,COPI coating of Golgi vesicle (GO:0048205),None,None
COPI-coated vesicle budding (GO:0035964),-3.2903985231745803,Inhibitory,-0.6796051069108993,0.000512390981055547,COPI-coated vesicle budding (GO:0035964),None,None
COPI-coated vesicle budding (GO:0035964),1.7314246235437518,Endothelial,0.5315978879612888,0.018559889082234125,COPI-coated vesicle budding (GO:0035964),None,None
COPI-coated vesicle budding (GO:0035964),-1.1427143741028305,Excitatory,-0.3144485301010932,0.07199222993498902,COPI-coated vesicle budding (GO:0035964),None,None
COPII vesicle coating (GO:0048208),0.009374611879957284,Endothelial,0.004282784871301225,0.9786454654026617,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),0.15945046741903934,OPC,0.06820806551402395,0.6927069302235564,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),0.6067616087981658,Astrocyte,0.17478004159047603,0.2473081286459514,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),0.026159069875929624,Microglia,0.013684521117521206,0.9415446719790734,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),-1.3063783568159266,Inhibitory,-0.30062019974255283,0.049388023166050884,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),1.7068763368171487,Oligodendrocyte,0.4198716513912075,0.019639194134626968,COPII vesicle coating (GO:0048208),None,None
COPII vesicle coating (GO:0048208),-0.6785639751040589,Excitatory,-0.18871498319376817,0.20962159679119374,COPII vesicle coating (GO:0048208),None,None
COPII-coated vesicle budding (GO:0090114),-0.985939545817912,Inhibitory,-0.24936256431414944,0.10329051770833164,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),-0.025931762348421532,Microglia,-0.013839887362099276,0.9420376006683848,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),-0.4871365426340392,Excitatory,-0.15059715872828258,0.32573427370886454,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),1.7187207505663,Oligodendrocyte,0.41886572615311235,0.01911081680668849,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),0.8680258451241238,Astrocyte,0.22007212344667174,0.13551087666189968,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),0.1054787723992026,Endothelial,0.041960084829588636,0.7843704566843345,COPII-coated vesicle budding (GO:0090114),None,None
COPII-coated vesicle budding (GO:0090114),0.29826453948987564,OPC,0.10764119489743214,0.503194007526407,COPII-coated vesicle budding (GO:0090114),None,None
DNA biosynthetic process (GO:0071897),0.8428704307149762,Inhibitory,0.24921599159782398,0.14359177673421702,DNA biosynthetic process (GO:0071897),None,None
DNA biosynthetic process (GO:0071897),-0.15635897688571385,Endothelial,-0.0766240450150158,0.6976555012089616,DNA biosynthetic process (GO:0071897),None,None
DNA biosynthetic process (GO:0071897),0.6330582051744854,Oligodendrocyte,0.2529672358769588,0.23277792622714663,DNA biosynthetic process (GO:0071897),None,None
DNA biosynthetic process (GO:0071897),1.6037276632712687,OPC,0.4333142350642094,0.02490418516621764,DNA biosynthetic process (GO:0071897),None,None
DNA biosynthetic process (GO:0071897),1.379149766183926,Excitatory,0.3109254656389,0.04176863029442431,DNA biosynthetic process (GO:0071897),None,None
DNA biosynthetic process (GO:0071897),1.7006259679926707,Astrocyte,0.46030161175410494,0.019923885260257974,DNA biosynthetic process (GO:0071897),None,None
DNA catabolic process (GO:0006308),2.018047588230941,Excitatory,0.6121079820027022,0.00959295510038683,DNA catabolic process (GO:0006308),None,None
DNA catabolic process (GO:0006308),3.328599014300065,Inhibitory,0.7459233059001446,0.000469246439164155,DNA catabolic process (GO:0006308),None,None
DNA conformation change (GO:0071103),1.857912011654054,Excitatory,0.4237012029425699,0.01387036814972408,DNA conformation change (GO:0071103),None,None
DNA conformation change (GO:0071103),0.29170299413222767,Endothelial,0.09863039556201783,0.5108542441972883,DNA conformation change (GO:0071103),None,None
DNA conformation change (GO:0071103),0.44353801181982866,Oligodendrocyte,0.2083077656014478,0.3601322282800241,DNA conformation change (GO:0071103),None,None
DNA conformation change (GO:0071103),0.9025293227336489,OPC,0.2581402323635358,0.1251614763541316,DNA conformation change (GO:0071103),None,None
DNA conformation change (GO:0071103),0.5314153763706302,Inhibitory,0.16628044208204829,0.29416068191376205,DNA conformation change (GO:0071103),None,None
DNA conformation change (GO:0071103),2.0012387452166087,Astrocyte,0.6229442475218961,0.009971517477194252,DNA conformation change (GO:0071103),None,None
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",2.0351932446110985,Excitatory,0.3969512193203686,0.009221610090960527,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",None,None
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.9445852563390177,OPC,0.2905952921723661,0.11360952489444173,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",None,None
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.9891804072739767,Astrocyte,0.23282255944791835,0.10252259557428627,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",None,None
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.32414768938872485,Inhibitory,0.10408279721044134,0.474080738447466,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",None,None
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",1.2638900573043919,Endothelial,0.28702811767190856,0.05446405124513336,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",None,None
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.6477760886943649,Oligodendrocyte,0.22118470259079895,0.22502144607622981,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",None,None
"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",-0.09971699106787418,Microglia,-0.047816603633605605,0.7948460291174835,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.020820784332006032,Inhibitory,0.008666064430977477,0.953189425381991,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.052829058108554657,Microglia,0.030486930568126513,0.8854640672113141,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",1.7478001083162504,Astrocyte,0.36663113055725877,0.01787310026479997,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",1.6971446006155906,Endothelial,0.37721269076908126,0.02008423986016327,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.6868530415938432,OPC,0.2287309684392822,0.20565863946683519,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",1.0450668430694585,Excitatory,0.27331935980487526,0.09014323857975265,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",1.0340784821850473,Oligodendrocyte,0.3221534960237427,0.0924531085063562,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",None,None
"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)",3.9210593839186294,Excitatory,0.7805655598063581,0.00011993352989949018,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)",DNA damage response,no
"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)",1.199596930585741,Inhibitory,0.3465105664849815,0.06315432088455117,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)",DNA damage response,no
"DNA damage response, signal transduction resulting in transcription (GO:0042772)",1.199596930585741,Inhibitory,0.3465105664849815,0.06315432088455117,"DNA damage response, signal transduction resulting in transcription (GO:0042772)",DNA damage response,no
"DNA damage response, signal transduction resulting in transcription (GO:0042772)",3.9210593839186294,Excitatory,0.7805655598063581,0.00011993352989949018,"DNA damage response, signal transduction resulting in transcription (GO:0042772)",DNA damage response,no
DNA dealkylation (GO:0035510),2.0930675905191296,Astrocyte,0.5510447774120797,0.008071094076782782,DNA dealkylation (GO:0035510),None,None
DNA dealkylation (GO:0035510),0.3509765205525407,Inhibitory,0.1334734723073431,0.4456803427522872,DNA dealkylation (GO:0035510),None,None
DNA dealkylation (GO:0035510),0.3259143965107369,Excitatory,0.12447307803104107,0.4721560984587606,DNA dealkylation (GO:0035510),None,None
DNA dealkylation (GO:0035510),0.616802036976041,Endothelial,0.22620413056615857,0.24165621169831725,DNA dealkylation (GO:0035510),None,None
DNA dealkylation involved in DNA repair (GO:0006307),0.3509765205525407,Inhibitory,0.1334734723073431,0.4456803427522872,DNA dealkylation involved in DNA repair (GO:0006307),None,None
DNA dealkylation involved in DNA repair (GO:0006307),0.3259143965107369,Excitatory,0.12447307803104107,0.4721560984587606,DNA dealkylation involved in DNA repair (GO:0006307),None,None
DNA dealkylation involved in DNA repair (GO:0006307),2.0930675905191296,Astrocyte,0.5510447774120797,0.008071094076782782,DNA dealkylation involved in DNA repair (GO:0006307),None,None
DNA dealkylation involved in DNA repair (GO:0006307),0.616802036976041,Endothelial,0.22620413056615857,0.24165621169831725,DNA dealkylation involved in DNA repair (GO:0006307),None,None
DNA double-strand break processing (GO:0000729),3.0328544990397828,Astrocyte,0.6378261301627486,0.000927140389659752,DNA double-strand break processing (GO:0000729),None,None
DNA double-strand break processing (GO:0000729),1.1159626242089384,Excitatory,0.33601425157900616,0.0765662497709672,DNA double-strand break processing (GO:0000729),None,None
DNA double-strand break processing (GO:0000729),1.3718779391214495,Inhibitory,0.3794205386284062,0.04247389224077788,DNA double-strand break processing (GO:0000729),None,None
DNA geometric change (GO:0032392),1.54137342514669,Endothelial,0.3789748422105924,0.028749253667128875,DNA geometric change (GO:0032392),None,None
DNA geometric change (GO:0032392),1.8544308356011716,Oligodendrocyte,0.4855734725893798,0.013981995705409702,DNA geometric change (GO:0032392),None,None
DNA geometric change (GO:0032392),2.1400828764980067,Microglia,0.6541571445920147,0.007242977290136539,DNA geometric change (GO:0032392),None,None
DNA geometric change (GO:0032392),1.5087798990288468,Inhibitory,0.38475891068039114,0.030989894729305585,DNA geometric change (GO:0032392),None,None
DNA geometric change (GO:0032392),2.40792946779213,Excitatory,0.5368782806316773,0.003909043760139898,DNA geometric change (GO:0032392),None,None
DNA geometric change (GO:0032392),2.3355394844091304,OPC,0.5904152246216414,0.004618070042431579,DNA geometric change (GO:0032392),None,None
DNA geometric change (GO:0032392),1.6143120104996533,Astrocyte,0.43484418357645427,0.02430457266515247,DNA geometric change (GO:0032392),None,None
DNA ligation (GO:0006266),2.1327608252674306,Endothelial,0.5177579589927637,0.0073661265325906744,DNA ligation (GO:0006266),None,None
DNA ligation (GO:0006266),0.12720814414861967,Inhibitory,0.060919165303898785,0.7460910939176055,DNA ligation (GO:0006266),None,None
DNA ligation (GO:0006266),0.10549117392433119,Excitatory,0.05096501184743777,0.7843480588610837,DNA ligation (GO:0006266),None,None
DNA metabolic process (GO:0006259),1.0106802626163063,Astrocyte,0.24359498498443743,0.09757077113570357,DNA metabolic process (GO:0006259),None,None
DNA metabolic process (GO:0006259),1.1041471239205982,Microglia,0.253735787212856,0.07867792110118853,DNA metabolic process (GO:0006259),None,None
DNA metabolic process (GO:0006259),1.1833409224999412,Inhibitory,0.23653906253125329,0.0655630392372212,DNA metabolic process (GO:0006259),None,None
DNA metabolic process (GO:0006259),0.8176886997625386,OPC,0.2037485668543212,0.1521637841752863,DNA metabolic process (GO:0006259),None,None
DNA metabolic process (GO:0006259),1.2086309267787607,Excitatory,0.2348833601034036,0.061854182760746584,DNA metabolic process (GO:0006259),None,None
DNA metabolic process (GO:0006259),1.5310213376308703,Oligodendrocyte,0.349755961259671,0.029442769728804368,DNA metabolic process (GO:0006259),None,None
DNA metabolic process (GO:0006259),0.5528332780307313,Endothelial,0.1384091651426266,0.28000560311038347,DNA metabolic process (GO:0006259),None,None
DNA recombination (GO:0006310),0.2404622023959063,Oligodendrocyte,0.10708209112849325,0.5748278452003757,DNA recombination (GO:0006310),None,None
DNA recombination (GO:0006310),0.21730076667045203,OPC,0.08249477823169182,0.6063162853596447,DNA recombination (GO:0006310),None,None
DNA recombination (GO:0006310),0.4862406162645615,Microglia,0.17717844962257212,0.3264069397533357,DNA recombination (GO:0006310),None,None
DNA recombination (GO:0006310),0.6377000128100615,Excitatory,0.16545451832401253,0.2303032078380935,DNA recombination (GO:0006310),None,None
DNA recombination (GO:0006310),1.93180197661311,Astrocyte,0.5077051147524902,0.01170032764217547,DNA recombination (GO:0006310),None,None
DNA recombination (GO:0006310),0.18473191040720413,Inhibitory,0.06759029102112041,0.6535338540157561,DNA recombination (GO:0006310),None,None
DNA recombination (GO:0006310),0.22320464186159744,Endothelial,0.1146718569001085,0.5981296867687522,DNA recombination (GO:0006310),None,None
DNA repair (GO:0006281),1.296672051259954,Inhibitory,0.26670576670709306,0.050504252630913966,DNA repair (GO:0006281),None,None
DNA repair (GO:0006281),0.21468849539183207,Endothelial,0.06344346140704568,0.6099742540831551,DNA repair (GO:0006281),None,None
DNA repair (GO:0006281),0.8690780035435098,OPC,0.2166223690175556,0.13518297395237747,DNA repair (GO:0006281),None,None
DNA repair (GO:0006281),0.9661513050183542,Astrocyte,0.26491669280750063,0.1081057253248896,DNA repair (GO:0006281),None,None
DNA repair (GO:0006281),1.3639740413797932,Oligodendrocyte,0.34502161427652533,0.04325396839949061,DNA repair (GO:0006281),None,None
DNA repair (GO:0006281),1.3487817571471814,Excitatory,0.27097635168415546,0.044793834683230144,DNA repair (GO:0006281),None,None
DNA repair (GO:0006281),0.6407915939851349,Microglia,0.18646703002893777,0.22866958627804918,DNA repair (GO:0006281),None,None
